objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23765e+18,163.33650319999998,-0.606386093,17.1468,15.91065,15.463,15.2034,15.03239,756,301,2,317,3.10795e+17,GALAXY,0.01849591,276,51909,169
1.23765e+18,172.8605426,67.93316229,18.64911,17.73089,17.49491,17.40948,17.386229999999998,1350,301,6,339,3.21797e+18,STAR,-0.000732033,2858,54498,531
1.23765e+18,163.145856,-0.5170628079999999,19.08934,17.37336,16.47905,16.02317,15.667370000000002,756,301,2,316,3.10801e+17,GALAXY,0.07332443,276,51909,190
1.23765e+18,186.8826033,0.14006496699999998,16.80133,15.345139999999999,14.81955,14.644110000000001,14.58058,752,301,4,289,2.88021e+18,STAR,-7.730000000000001e-05,2558,54140,584
1.23765e+18,131.39735679999998,51.28290519,19.14485,18.048379999999998,17.58612,17.457729999999998,17.4186,1331,301,3,185,5.01192e+17,STAR,-0.000264321,445,51873,604
1.23765e+18,189.25456519999997,-1.828627994,19.48003,18.25141,17.45531,17.01569,16.787470000000003,1140,301,5,243,3.77297e+17,GALAXY,0.1452943,335,52000,438
1.23765e+18,32.47901714,12.72786928,19.01087,17.49261,16.794610000000002,16.393179999999997,16.089979999999997,1035,301,2,176,4.81941e+17,GALAXY,0.03506736,428,51883,202
1.23765e+18,172.15405880000003,-1.425725743,19.533720000000002,18.775920000000003,18.46394,18.31104,18.24781,1231,301,6,19,3.64007e+18,STAR,0.0005676559999999999,3233,54891,141
1.23765e+18,145.2928209,0.37632632299999996,19.31302,18.135270000000002,17.67289,17.49996,17.44187,756,301,4,197,2.99585e+17,STAR,0.000213372,266,51630,346
1.23765e+18,165.87261619999998,-0.588658434,18.40498,17.149520000000003,16.57796,16.238310000000002,16.03331,756,301,2,334,3.11904e+17,GALAXY,0.08400386,277,51908,107
1.23765e+18,149.83822859999998,1.1096388190000002,17.63692,16.70477,16.43593,16.34091,16.322670000000002,756,301,6,227,3.21119e+18,STAR,-0.000175992,2852,54468,456
1.23765e+18,188.2974854,-1.606278135,19.157020000000003,17.31527,16.40781,16.0107,15.67958,1231,301,6,127,3.77267e+17,GALAXY,0.09187150000000001,335,52000,330
1.23765e+18,208.4283232,0.060878037999999995,16.64232,14.713989999999999,13.8212,13.364870000000002,13.018369999999999,752,301,4,433,3.38993e+17,GALAXY,0.02990131,301,51942,353
1.23765e+18,239.1164562,-0.184045577,19.49472,18.39925,17.79256,17.38426,17.16601,745,301,3,537,3.86231e+17,GALAXY,0.08508994,343,51692,171
1.23765e+18,186.7616545,-0.32373004699999997,19.3779,17.599079999999997,16.49359,16.01483,15.60621,752,301,3,289,3.25436e+17,GALAXY,0.1161036,289,51990,186
1.23765e+18,145.3412208,0.547317234,19.37221,17.784000000000002,16.95729,16.4901,16.17425,1239,301,5,167,2.99583e+17,GALAXY,0.09790488,266,51630,341
1.23765e+18,162.41278280000003,1.1857375940000001,18.133129999999998,17.11525,16.72778,16.55418,16.4759,756,301,6,311,2.68992e+18,STAR,0.000571058,2389,54213,530
1.23765e+18,174.3644309,-0.8465665720000001,17.34696,15.332289999999999,14.4329,14.000670000000001,13.666229999999999,756,301,1,391,3.17519e+17,GALAXY,0.04639931,282,51658,57
1.23765e+18,15.97029816,14.40643495,19.0634,18.09396,17.7145,17.58076,17.49315,1035,301,3,69,5.77712e+18,STAR,0.00024828700000000003,5131,55835,455
1.23765e+18,126.96409779999999,48.19823547,19.226689999999998,17.373620000000003,16.43575,16.00075,15.654060000000001,1331,301,3,157,4.98828e+17,GALAXY,0.07721677,443,51873,197
1.23765e+18,238.2614327,53.66089403,19.484370000000002,18.15876,17.64105,17.30548,17.25305,1345,301,6,551,6.95955e+17,GALAXY,0.10103780000000001,618,52049,543
1.23765e+18,237.4592956,51.33347454,17.77841,15.998729999999998,15.126389999999999,14.70926,14.38548,1345,301,1,560,6.95836e+17,GALAXY,0.06752329,618,52049,109
1.23765e+18,223.7839423,-0.7520765290000001,18.216279999999998,18.1196,17.82188,17.73178,17.757279999999998,752,301,2,536,4.52506e+18,QSO,1.378025,4019,55363,238
1.23765e+18,241.9755815,0.675085108,19.476110000000002,17.6089,16.61027,16.05041,15.6327,745,301,5,556,3.87478e+17,GALAXY,0.11749169999999999,344,51693,613
1.23765e+18,189.3964756,-0.368291675,19.28346,17.69156,16.78903,16.374670000000002,16.03414,752,301,3,306,3.26553e+17,GALAXY,0.13830599999999998,290,51941,152
1.23765e+18,164.43467859999998,-0.618601063,18.91047,18.66775,18.74279,18.53487,18.287020000000002,756,301,2,325,4.26395e+18,QSO,2.16108,3787,55565,624
1.23765e+18,162.0873708,-0.590559104,19.23702,18.37381,18.06147,17.93892,17.9211,756,301,2,309,2.71233e+18,STAR,0.000937404,2409,54210,149
1.23765e+18,176.00576230000001,64.57610981,19.591920000000002,19.41606,19.23519,19.12886,18.9523,1302,301,3,351,8.00879e+18,QSO,2.0354200000000002,7113,56711,946
1.23765e+18,241.2722465,51.74064383,18.82297,17.76025,17.29639,17.10531,17.003529999999998,1345,301,6,569,2.45003e+18,STAR,-0.0005473090000000001,2176,54243,268
1.23765e+18,195.4548605,66.61692812,18.98021,16.95134,15.97384,15.540970000000002,15.19317,1412,301,2,197,5.57352e+17,GALAXY,0.1053846,495,51988,114
1.23765e+18,246.0343781,-0.473284059,19.51987,17.56103,16.442999999999998,15.95302,15.573039999999999,745,301,2,583,4.0988e+17,GALAXY,0.14243789999999998,364,52000,190
1.23765e+18,145.8001801,0.414171694,17.17863,15.42035,14.509360000000001,14.03708,13.601729999999998,756,301,4,200,2.99608e+17,GALAXY,0.02524959,266,51630,430
1.23765e+18,164.1634852,-0.054599374000000006,19.4428,17.55835,16.6001,16.06182,15.637310000000001,756,301,3,323,3.1077e+17,GALAXY,0.08291010000000001,276,51909,77
1.23765e+18,130.96387430000001,51.99118532,16.55164,14.594339999999999,13.70514,13.24894,12.84821,1345,301,4,162,5.03353e+17,GALAXY,0.01737721,447,51877,275
1.23765e+18,172.564151,-0.8868202829999999,19.47504,18.22615,17.69019,17.48586,17.39235,756,301,1,379,3.64017e+18,STAR,-0.00019641599999999998,3233,54891,501
1.23765e+18,127.6921693,48.88381465,19.21441,18.17936,17.68431,17.33897,17.15934,1345,301,3,138,4.988e+17,GALAXY,0.09577787,443,51873,95
1.23765e+18,181.13752150000002,-1.707868978,18.12568,18.120379999999997,17.94122,17.62528,17.61219,1140,301,5,188,3.72841e+17,QSO,0.2022451,331,52368,611
1.23765e+18,227.3758062,-0.771167685,16.99624,15.538839999999999,14.83586,14.426279999999998,14.12664,752,301,2,560,3.50211e+17,GALAXY,0.03777028,311,51665,203
1.23765e+18,184.4971614,-0.333110692,18.74085,17.51748,16.92795,16.58687,16.36819,752,301,3,273,3.23144e+17,GALAXY,0.07144404,287,52023,38
1.23765e+18,162.9865979,0.816885333,19.49482,18.19407,17.5564,17.28571,17.17224,756,301,5,315,2.88135e+18,STAR,0.000351222,2559,54208,612
1.23765e+18,151.593648,1.10704221,19.023970000000002,17.8075,17.331879999999998,17.01379,16.87898,756,301,6,239,5.64092e+17,GALAXY,0.08289812,501,52235,58
1.23765e+18,190.6668093,0.15721042400000002,19.599079999999997,17.62207,16.57038,16.09308,15.7233,752,301,4,315,3.27746e+17,GALAXY,0.11751289999999999,291,51928,396
1.23765e+18,169.1537092,0.243515387,19.5923,19.46248,19.39935,19.12521,19.21314,756,301,4,356,3.15335e+17,QSO,1.836237,280,51612,302
1.23765e+18,229.71560469999997,-0.66018935,19.02071,17.74117,17.04737,16.62169,16.32434,752,301,2,575,3.5131e+17,GALAXY,0.06983307,312,51689,106
1.23765e+18,135.3751632,54.70155877,19.1297,17.82289,17.26326,16.8932,16.651139999999998,1345,301,4,188,5.06727e+17,GALAXY,0.08202919,450,51908,261
1.23765e+18,172.87774330000002,-0.547666626,18.31982,17.36315,17.05186,16.94689,16.91356,756,301,2,381,3.22241e+18,STAR,4.429999999999999e-05,2862,54471,317
1.23765e+18,240.10870309999999,0.476131588,19.235210000000002,17.7391,16.98909,16.5953,16.37304,752,301,5,645,3.86345e+17,GALAXY,0.12400530000000001,343,51692,587
1.23765e+18,182.7721084,-0.53332021,19.33401,17.93156,17.38781,17.16611,17.06658,756,301,2,447,3.72228e+18,STAR,-8.120000000000001e-05,3306,54922,188
1.23765e+18,172.4700016,-1.524545819,18.43048,18.10085,18.20938,18.108829999999998,18.02799,1231,301,6,21,3.67201e+17,QSO,0.4841043,326,52375,574
1.23765e+18,189.2859897,0.05805677099999999,18.89325,18.817420000000002,18.84301,18.67533,18.50327,752,301,4,305,3.26643e+17,QSO,2.007343,290,51941,482
1.23765e+18,178.081051,-0.18642195,18.48633,17.25328,16.68904,16.38345,16.15188,756,301,3,416,3.19811e+17,GALAXY,0.05933774,284,51943,200
1.23765e+18,182.2131974,-0.528941986,17.907870000000003,16.950120000000002,16.60193,16.46865,16.45642,756,301,2,443,3.25612e+18,STAR,-0.000163864,2892,54552,67
1.23765e+18,119.82210259999998,1.324423012,19.11461,17.111079999999998,16.35578,16.07985,15.947470000000001,308,301,6,90,8.38927e+18,STAR,0.000258839,7451,56739,702
1.23765e+18,233.47533130000002,53.69020174,18.337979999999998,17.45798,17.187739999999998,17.09104,17.05669,1345,301,1,538,7.55266e+18,STAR,-0.000967949,6708,56452,448
1.23765e+18,198.16698300000002,0.166513563,19.13927,18.19953,17.97886,17.880029999999998,17.83993,752,301,4,365,8.39493e+18,STAR,-0.000450275,7456,56727,818
1.23765e+18,130.92035009999998,51.96748924,19.406570000000002,19.579729999999998,19.24587,19.183239999999998,19.38306,1345,301,4,162,5.03349e+17,QSO,1.1747040000000002,447,51877,262
1.23765e+18,171.501524,-1.384539135,19.55228,18.03623,17.350179999999998,17.090320000000002,16.89334,1231,301,6,15,3.64009e+18,STAR,0.000207412,3233,54891,185
1.23765e+18,148.7858019,0.313026527,17.58855,16.641270000000002,16.26081,16.101860000000002,16.038439999999998,756,301,4,220,3.21117e+18,STAR,-9e-05,2852,54468,358
1.23765e+18,238.1562272,50.85876298,18.53996,17.408279999999998,16.90009,16.60645,16.43168,1345,301,1,565,6.98136e+17,GALAXY,0.05401586,620,52375,285
1.23765e+18,177.3189666,-1.536412076,19.22,18.08172,17.49395,17.14316,16.86585,1231,301,6,54,3.70577e+17,GALAXY,0.08241754,329,52056,568
1.23765e+18,142.6577454,0.462158878,18.21536,16.918870000000002,16.47259,16.32444,16.27729,1239,301,5,149,8.39158e+18,STAR,0.00018871,7453,56749,890
1.23765e+18,259.3748665,53.86841081,18.260189999999998,17.2508,16.84852,16.608,16.46198,1336,301,1,85,4.04296e+17,GALAXY,0.04239986,359,51821,356
1.23765e+18,13.13034809,14.52839278,18.37369,17.314510000000002,16.9213,16.71529,16.53333,1035,301,3,50,4.72932e+17,GALAXY,0.03047373,420,51871,196
1.23765e+18,161.51809599999999,0.7994318290000001,19.433729999999997,18.16975,17.48585,17.151889999999998,16.908360000000002,756,301,5,305,3.0976e+17,GALAXY,0.13628959999999998,275,51910,500
1.23765e+18,189.59916230000002,-1.14173331,17.39218,15.92385,15.34325,15.105789999999999,14.98749,752,301,1,307,3.25949e+18,STAR,0.000109464,2895,54567,42
1.23765e+18,8.714522209,14.65585209,19.250320000000002,17.5774,16.87017,16.59156,16.43165,1035,301,3,22,3.52749e+18,STAR,-0.00034386400000000004,3133,54789,168
1.23765e+18,120.2980709,1.359265937,19.41101,17.17151,16.17792,15.78271,15.515020000000002,308,301,6,93,8.38931e+18,STAR,0.000391232,7451,56739,824
1.23765e+18,173.330747,-1.55735901,18.925320000000003,17.2759,16.56983,16.26022,16.08938,1231,301,6,27,3.64004e+18,STAR,0.001007884,3233,54891,30
1.23765e+18,228.1589932,0.520173889,19.35118,17.488429999999997,16.39488,15.948839999999999,15.59169,752,301,5,565,3.50293e+17,GALAXY,0.1380527,311,51665,501
1.23765e+18,200.0369769,0.143984762,18.829439999999998,17.07817,16.24804,15.822020000000002,15.559289999999999,752,301,4,377,3.33393e+17,GALAXY,0.11040370000000001,296,51984,462
1.23765e+18,162.8914416,1.12881069,19.40002,18.07384,17.54755,17.24444,17.07253,756,301,6,314,3.10863e+17,GALAXY,0.0803657,276,51909,417
1.23765e+18,233.147748,0.593394129,19.405720000000002,18.20468,17.571170000000002,17.20986,17.01209,752,301,5,598,4.08841e+17,GALAXY,0.08063264,363,51989,507
1.23765e+18,171.48526730000003,-1.612343452,18.5988,17.42717,16.91915,16.71218,16.60089,1140,301,5,124,3.6401e+18,STAR,0.000251575,3233,54891,246
1.23765e+18,140.1927145,57.64517712,18.1891,17.800520000000002,17.54545,17.50688,17.30394,1345,301,5,214,5.07906e+17,QSO,0.9081007999999999,451,51908,454
1.23765e+18,187.3620426,-3.471671161,17.78824,16.590320000000002,16.34842,16.254620000000003,16.217679999999998,1140,301,1,230,3.76075e+17,STAR,0.00020258,334,51993,89
1.23765e+18,242.41566060000002,-0.740491508,19.39115,17.385460000000002,16.62838,16.175060000000002,15.906789999999999,752,301,2,660,3.88482e+17,GALAXY,0.07212562,345,51690,168
1.23765e+18,187.66503799999998,0.00746882,17.946479999999998,16.4643,15.904029999999999,15.70531,15.59566,752,301,4,295,3.25958e+18,STAR,0.000187349,2895,54567,357
1.23765e+18,155.2481467,-0.176081021,18.43279,16.6275,15.718160000000001,15.259279999999999,14.885570000000001,756,301,3,263,3.05141e+17,GALAXY,0.05594477,271,51883,79
1.23765e+18,192.4005375,0.083768815,19.15716,19.04737,19.01089,18.73825,18.826060000000002,752,301,4,326,3.28897e+17,QSO,1.642622,292,51609,490
1.23765e+18,184.3440415,-1.692891809,19.203529999999997,17.28131,16.28765,15.79026,15.41641,1140,301,5,210,3.75026e+17,GALAXY,0.0693823,333,52313,369
1.23765e+18,150.87422619999998,0.740177647,19.30671,18.13841,17.64711,17.45595,17.3589,756,301,5,234,3.21123e+18,STAR,0.000573352,2852,54468,612
1.23765e+18,167.7733091,0.32533649,19.3219,17.34101,16.38181,15.86445,15.589279999999999,756,301,4,347,3.13143e+17,GALAXY,0.09679831,278,51900,520
1.23765e+18,172.71957700000002,-1.494138989,17.36894,16.1088,15.55785,15.195,14.966610000000001,1231,301,6,23,3.6826e+17,GALAXY,0.07273643,327,52294,331
1.23765e+18,186.35576559999998,-0.989093903,17.24555,16.31679,16.03177,15.918560000000001,15.897329999999998,756,301,1,471,4.26959e+18,STAR,0.000193252,3792,55212,638
1.23765e+18,176.2620984,64.95714385,19.429920000000003,19.400029999999997,19.30947,19.07403,18.852510000000002,1302,301,4,352,6.72333e+17,QSO,1.971911,597,52059,622
1.23765e+18,128.6354813,49.72322519,19.094170000000002,18.15446,17.886589999999998,17.78793,17.73982,1345,301,3,145,8.23158e+18,STAR,-0.000621228,7311,57038,448
1.23765e+18,197.8190862,0.210458905,17.26126,16.36665,16.14955,16.07613,16.03706,752,301,4,362,8.39491e+18,STAR,5.22e-05,7456,56727,730
1.23765e+18,161.213594,0.638999275,17.73009,16.29352,15.72124,15.46584,15.355879999999999,756,301,5,303,2.68988e+18,STAR,0.00023004099999999997,2389,54213,366
1.23765e+18,170.7684816,67.8835735,18.27959,16.105829999999997,15.18821,14.843210000000001,14.675,1350,301,6,334,3.21792e+18,STAR,8.41e-05,2858,54498,363
1.23765e+18,145.98540500000001,0.786568266,19.30694,18.014429999999997,17.28729,16.87363,16.57797,756,301,5,201,5.40502e+17,GALAXY,0.1225454,480,51989,254
1.23765e+18,119.11690349999999,44.09684525,18.377670000000002,16.93336,16.23271,15.86399,15.60077,1350,301,3,96,4.90919e+17,GALAXY,0.04861946,436,51883,95
1.23765e+18,225.8862418,0.466173901,19.5495,18.2529,18.31471,18.40305,18.45414,752,301,5,550,6.06885e+17,STAR,-0.00044614599999999997,539,52017,89
1.23765e+18,149.0575321,0.213923136,18.363,16.93593,16.386,16.1985,16.11505,756,301,4,222,3.21118e+18,STAR,-9.719999999999999e-05,2852,54468,400
1.23765e+18,218.8321711,0.47572999,16.75927,15.620120000000002,15.040999999999999,14.71669,14.44965,752,301,5,503,3.4469e+17,GALAXY,0.02956719,306,51637,599
1.23765e+18,155.4402233,-0.181412469,19.13087,17.76954,17.2544,17.02957,16.9635,756,301,3,265,3.05127e+17,STAR,1.21e-05,271,51883,31
1.23765e+18,204.52689130000002,0.020511738,17.136689999999998,16.12643,15.68074,15.4805,15.25371,752,301,4,407,3.36743e+17,GALAXY,0.02233166,299,51671,360
1.23765e+18,201.9602053,0.19913047899999997,19.2559,18.66195,18.35194,18.16844,17.90961,752,301,4,390,3.34535e+17,QSO,2.523684,297,51959,520
1.23765e+18,200.8365106,67.60317382,18.7743,17.36904,16.88172,16.70303,16.65605,1350,301,6,409,2.75293e+18,STAR,-0.000105805,2445,54573,366
1.23765e+18,177.3027863,-1.5233370030000002,17.17432,16.2472,15.932139999999999,15.81811,15.77167,1231,301,6,54,3.71639e+17,STAR,0.00047344199999999997,330,52370,335
1.23765e+18,239.9276828,52.68435095,18.91889,16.8734,15.8707,15.40634,15.060889999999999,1345,301,6,561,6.99267e+17,GALAXY,0.1076107,621,52055,303
1.23765e+18,198.24520619999998,0.11099148,17.10145,15.582820000000002,14.99433,14.783710000000001,14.657010000000001,752,301,4,365,3.26638e+18,STAR,5.88e-05,2901,54652,514
1.23765e+18,198.3525529,-1.8366953469999998,18.53594,17.14115,16.28312,15.806070000000002,15.46439,1231,301,5,194,4.5635e+18,GALAXY,0.08134525,4053,55591,816
1.23765e+18,253.84269080000004,61.79314969,19.37849,19.13441,19.08652,18.94501,19.06319,1336,301,1,29,3.953e+17,QSO,1.601048,351,51695,398
1.23765e+18,187.5534736,-1.098177489,19.00497,18.83137,18.55205,18.62111,18.52743,752,301,1,294,3.25399e+17,QSO,1.016767,289,51990,51
1.23765e+18,160.81210769999998,-0.520466085,19.42387,18.24594,18.319329999999997,18.40867,18.526139999999998,756,301,2,300,2.89252e+18,STAR,0.000830783,2569,54234,313
1.23765e+18,172.7750977,-0.946407718,19.560660000000002,18.045,17.277070000000002,16.867929999999998,16.58406,756,301,1,380,3.17586e+17,GALAXY,0.1205518,282,51658,300
1.23765e+18,237.44941469999998,51.350769299999996,18.42383,16.53172,15.6617,15.253279999999998,14.94479,1345,301,1,560,6.95856e+17,GALAXY,0.06828959,618,52049,181
1.23765e+18,185.9914117,0.87771335,18.27264,16.49134,15.65971,15.267479999999999,14.91777,752,301,6,283,3.24427e+17,GALAXY,0.06206015,288,52000,609
1.23765e+18,194.4390658,-3.48913306,19.22559,17.70686,16.95789,16.496570000000002,16.18619,1140,301,1,277,3.80609e+17,GALAXY,0.06586132,338,51694,201
1.23765e+18,177.71957659999998,-1.501003939,18.9583,17.88945,17.87811,17.901529999999998,17.95223,1231,301,6,57,3.71651e+17,STAR,0.000132481,330,52370,378
1.23765e+18,190.4709255,-1.652487587,17.85742,16.83768,16.605320000000003,16.55016,16.55835,1140,301,5,251,3.26183e+18,STAR,6.34e-05,2897,54585,364
1.23765e+18,176.69499019999998,65.06279907,18.70639,17.41225,16.81081,16.46794,16.276,1302,301,4,353,6.73394e+17,GALAXY,0.06393041,598,52316,386
1.23765e+18,130.6695664,0.94486705,18.03523,16.613429999999997,16.05767,15.843829999999999,15.755820000000002,1239,301,6,69,8.39046e+18,STAR,0.000284666,7452,56745,912
1.23765e+18,193.95044230000002,0.131972478,19.13401,17.89781,17.31444,16.9615,16.67193,752,301,4,337,3.28934e+17,GALAXY,0.04795738,292,51609,624
1.23765e+18,163.91286110000001,0.35417202799999997,18.90475,17.69591,17.23648,16.90525,16.70729,756,301,4,321,3.10898e+17,GALAXY,0.07145859,276,51909,544
1.23765e+18,207.5463255,1.072275459,18.789820000000002,17.35984,16.66873,16.30418,16.01257,1404,301,6,57,3.37916e+17,GALAXY,0.08813738,300,51943,531
1.23765e+18,131.3060825,51.67134053,18.27255,17.438489999999998,17.07692,16.71661,16.698970000000003,1345,301,3,162,5.0334e+17,GALAXY,0.1177722,447,51877,228
1.23765e+18,215.5201655,-0.790498892,19.45115,18.60585,18.358539999999998,18.48253,18.20094,752,301,2,481,4.53982e+18,STAR,-0.00030335299999999997,4032,55333,706
1.23765e+18,179.8912483,-1.035839374,19.57936,18.48604,18.3977,18.38577,18.40001,756,301,1,428,3.20907e+17,STAR,0.0008136689999999999,285,51930,92
1.23765e+18,248.90061830000002,0.44821923,19.42093,18.080679999999997,17.37528,16.94139,16.65784,752,301,5,704,3.91951e+17,GALAXY,0.07421819,348,51671,503
1.23765e+18,190.11327119999999,-1.596127831,18.86995,17.445429999999998,16.88165,16.70938,16.61799,1231,301,6,139,3.26184e+18,STAR,0.00015801,2897,54585,376
1.23765e+18,222.1748219,0.478226741,18.857670000000002,17.78661,17.990479999999998,18.16379,18.286479999999997,752,301,5,525,3.30353e+18,STAR,-0.000256686,2934,54626,516
1.23765e+18,27.16115107,13.19650835,19.39021,17.91475,17.2928,17.00362,16.88318,1035,301,2,142,2.13697e+18,STAR,-3.45e-05,1898,53260,56
1.23765e+18,248.2070301,0.8257695279999999,16.381870000000003,15.0172,15.06729,15.12915,15.17874,745,301,5,598,3.91927e+17,STAR,-0.00016685700000000002,348,51671,415
1.23765e+18,198.4485987,-0.045576424000000004,16.67869,15.43595,14.88064,14.5347,14.27716,1334,301,3,12,3.32279e+17,GALAXY,0.03931212,295,51985,503
1.23765e+18,236.58121659999998,0.470746889,18.99352,17.71172,17.079639999999998,16.70741,16.51463,752,301,5,621,3.8519e+17,GALAXY,0.05345554,342,51691,480
1.23765e+18,238.4310074,53.57635802,18.678810000000002,17.75691,17.48336,17.36665,17.35294,1345,301,6,552,7.55376e+18,STAR,-0.00064172,6709,56429,354
1.23765e+18,13.17321449,14.51322569,19.584570000000003,18.418870000000002,18.54429,18.68548,18.7817,1035,301,3,50,4.7293e+17,STAR,-0.000228003,420,51871,188
1.23765e+18,168.361539,-0.533836192,19.4641,18.00401,17.5045,17.198320000000002,17.033920000000002,756,301,2,351,3.13017e+17,GALAXY,0.05463228,278,51900,61
1.23765e+18,241.7450457,51.28320413,19.00333,17.2748,16.46312,16.08683,15.807910000000001,1345,301,6,573,6.98217e+17,GALAXY,0.05001654,620,52375,580
1.23765e+18,189.1025627,-0.262008316,19.0598,17.90061,17.484820000000003,17.1962,17.13316,752,301,3,304,3.26565e+17,GALAXY,0.06377968,290,51941,198
1.23765e+18,201.9748167,1.247808275,19.01332,17.085520000000002,16.20652,15.78943,15.44939,1404,301,6,20,5.93383e+17,GALAXY,0.07743193,527,52342,121
1.23765e+18,187.1307299,0.86149702,17.20745,15.7965,15.17942,14.948789999999999,14.83425,752,301,6,291,2.88022e+18,STAR,0.0009187860000000001,2558,54140,607
1.23765e+18,187.3869747,-1.715672193,19.01406,17.895970000000002,17.33945,16.96276,16.76173,1140,301,5,230,3.76177e+17,GALAXY,0.08318656,334,51993,460
1.23765e+18,129.3969163,50.15286428,19.418789999999998,17.30559,16.17204,15.67274,15.25782,1345,301,3,149,4.16253e+18,GALAXY,0.11929939999999999,3697,55290,272
1.23765e+18,172.9968513,-0.04337213400000001,19.23987,17.71639,17.17595,16.98123,16.93935,756,301,3,382,3.6402e+18,STAR,-8.690000000000001e-05,3233,54891,609
1.23765e+18,173.0612608,-1.738395034,17.11175,15.98277,15.493160000000001,15.1722,14.95604,1140,301,5,135,3.68273e+17,GALAXY,0.04016173,327,52294,376
1.23765e+18,115.02631740000001,38.81347609,18.787670000000002,18.66628,18.35884,18.212429999999998,18.22741,1350,301,3,55,4.86412e+17,QSO,1.314851,432,51884,86
1.23765e+18,254.9763102,61.62561974,19.34179,18.09275,18.05839,18.08897,18.14799,1336,301,2,31,3.95323e+17,STAR,-0.0006202159999999999,351,51695,480
1.23765e+18,172.5745326,-0.9792508059999999,18.773629999999997,16.939989999999998,16.04068,15.61969,15.27554,756,301,1,379,3.16394e+17,GALAXY,0.07530008,281,51614,60
1.23765e+18,148.8263603,0.290972875,19.413,18.514670000000002,18.19586,18.068260000000002,18.034689999999998,756,301,4,220,4.31014e+18,STAR,0.0008781139999999999,3828,55539,698
1.23765e+18,183.90189840000002,-1.173980925,19.34145,17.35735,16.3837,15.94484,15.580789999999999,752,301,1,269,3.23145e+17,GALAXY,0.07562031,287,52023,41
1.23765e+18,183.65443269999997,0.943336597,19.132279999999998,17.776989999999998,17.18725,16.93786,16.80109,752,301,6,268,3.72237e+18,STAR,0.000424086,3306,54922,534
1.23765e+18,10.82435825,14.64094945,17.37465,16.17989,15.70837,15.54098,15.460220000000001,1035,301,3,35,4.71803e+17,STAR,-0.000139415,419,51879,185
1.23765e+18,222.0073006,0.44112968,17.52509,16.505770000000002,16.208029999999997,16.10891,16.078129999999998,752,301,5,524,3.27538e+18,STAR,8.45e-05,2909,54653,485
1.23765e+18,244.7326071,0.506395163,18.59779,17.55973,17.19491,16.896720000000002,16.76628,752,301,5,676,3.89713e+17,GALAXY,0.05730921,346,51693,553
1.23765e+18,186.897308,0.164723511,19.2229,19.04884,18.88845,19.02034,19.04908,752,301,4,289,3.25521e+17,QSO,1.014519,289,51990,494
1.23765e+18,208.8108701,0.199299738,18.86272,18.69566,18.635089999999998,18.37957,18.38101,752,301,4,436,3.39005e+17,QSO,1.81123,301,51942,396
1.23765e+18,255.6920539,60.47191482,19.3445,18.1874,17.6066,17.21159,17.02376,1336,301,2,39,3.95249e+17,QSO,0.06884944,351,51695,212
1.23765e+18,203.1236504,1.1490253240000001,19.246489999999998,17.155379999999997,16.180979999999998,15.72485,15.368670000000002,1404,301,6,28,3.35631e+17,GALAXY,0.07818086,298,51955,410
1.23765e+18,239.5149347,-0.12423886699999999,18.79019,16.79083,15.8557,15.38292,15.030510000000001,745,301,3,540,3.86227e+17,GALAXY,0.04077013,343,51692,159
1.23765e+18,155.874799,0.21944314399999998,18.07154,18.24297,18.20849,17.83941,17.81692,756,301,4,267,4.3146e+18,QSO,1.900196,3832,55289,538
1.23765e+18,151.5692185,1.2394411840000001,19.5525,18.29545,17.64888,17.27122,17.03209,756,301,6,239,5.6409e+17,GALAXY,0.04524813,501,52235,52
1.23765e+18,179.6500774,-0.454883029,17.81089,16.87986,16.581870000000002,16.47909,16.450470000000003,756,301,2,426,4.32686e+18,STAR,0.000602089,3843,55278,104
1.23765e+18,202.9979274,66.73254027,17.95651,17.07364,16.76152,16.60859,16.48341,1412,301,4,216,5.58457e+17,GALAXY,0.01559545,496,51988,39
1.23765e+18,129.4029583,50.99427335,18.55348,18.42142,18.22849,18.293029999999998,18.41489,1345,301,4,153,5.01163e+17,QSO,1.029588,445,51873,500
1.23765e+18,147.1283102,0.369214353,18.33496,16.86486,16.12504,15.7163,15.416329999999999,756,301,4,209,2.99664e+17,GALAXY,0.06984089,266,51630,634
1.23765e+18,129.0705931,50.17184072,19.203870000000002,17.942079999999997,17.43093,17.17556,16.92568,1345,301,3,148,5.01078e+17,GALAXY,0.04832332,445,51873,192
1.23765e+18,163.1137369,0.7608597229999999,18.77534,17.88241,17.568720000000003,17.43893,17.40193,756,301,5,316,2.88135e+18,STAR,0.000654987,2559,54208,614
1.23765e+18,27.40089203,13.25730067,19.524929999999998,17.85254,17.071620000000003,16.740679999999998,16.57125,1035,301,2,143,2.13696e+18,STAR,-8.46e-06,1898,53260,4
1.23765e+18,224.2128736,-0.791369676,19.1043,18.20065,17.74669,17.54845,17.462310000000002,752,301,2,539,3.73129e+18,STAR,-1.2e-06,3314,54970,193
1.23765e+18,205.259771,66.40807122,16.461879999999997,15.21665,14.7901,14.633479999999999,14.595920000000001,1412,301,4,222,2.75285e+18,STAR,3.6099999999999997e-05,2445,54573,77
